springA,springB,springC,springP,summerA,summerB,summerC,summerP,autumnA,autumnB,autumnC,autumnP,WinterA,WinterB,WinterC,WinterP,,,,,,,,,
41.2,42.6,42,0,45.1,46.6,46,112,40.8,42.1,41.4,133,40.4,41.8,41.1,28,,,,,,,,,
41.2,42.6,42,0,45.1,46.6,46,112,40.8,42.1,41.4,133,40.4,41.8,41.1,28,,,,,,,,,
41.1,42.6,42,189,45.1,46.6,46,112,40.8,42,41.4,42,40.4,41.8,41.1,836.5,,,,,,,,,
41.1,42.6,42,189,45.1,46.6,46,112,40.8,42,41.4,42,40.4,41.8,41.1,836.5,,,,,,,,,
41.1,42.6,42,189,45.1,46.6,46,112,40.8,42,41.4,42,40.4,41.8,41.1,836.5,,,,,,,,,
41.1,42.6,42,189,45.1,46.6,46,112,40.8,42,41.4,42,40.4,41.8,41.1,836.5,,,,,,,,,
41.1,42.6,42,189,45.1,46.6,46,112,40.8,42,41.4,42,40.4,41.8,41.1,836.5,,,,,,,,,
41.1,42.6,42,189,45.1,46.6,46,112,40.8,42,41.4,42,40.4,41.8,41.1,836.5,,,,,,,,,
41.1,42.6,42,189,45.1,46.6,46,112,40.8,42,41.4,42,40.4,41.8,41.1,836.5,,,,,,,,,
41.1,42.6,42,189,45.1,46.6,46,112,40.8,42,41.4,42,40.4,41.8,41.1,836.5,,,,,,,,,
41.1,42.6,42,189,45,46.6,46,70,40.8,42,41.4,42,40.4,41.8,41.1,836.5,,,,,,,,,
41.1,42.6,42,189,45,46.6,46,70,40.8,42,41.4,42,40.4,41.8,41.1,836.5,,,,,,,,,
41.1,42.6,42,234.5,45,46.6,46,70,40.7,42,41.4,143.5,40.4,41.8,41.1,0,,,,,,,,,
41.1,42.6,42,234.5,45,46.6,46,70,40.7,42,41.4,143.5,40.4,41.8,41.1,0,,,,,,,,,
41.1,42.6,42,234.5,45,46.6,46,70,40.7,42,41.4,143.5,40.4,41.8,41.1,0,,,,,,,,,
41.1,42.6,42,234.5,45,46.6,46,70,40.7,42,41.4,143.5,40.4,41.8,41.1,0,,,,,,,,,
41.1,42.6,42,234.5,45,46.6,46,70,40.7,42,41.4,143.5,40.4,41.8,41.1,0,,,,,,,,,
41.1,42.6,42,234.5,45,46.6,46,70,40.7,42,41.4,143.5,40.4,41.8,41.1,0,,,,,,,,,
41.1,42.6,42,234.5,45,46.6,46,70,40.7,42,41.4,143.5,40.4,41.8,41.1,0,,,,,,,,,
41.1,42.6,42,234.5,45,46.6,46,70,40.7,42,41.4,143.5,40.4,41.8,41.1,0,,,,,,,,,
41.1,42.6,42,234.5,45,46.6,45.9,10.5,40.7,42,41.4,143.5,40.4,41.8,41.1,0,,,,,,,,,
41.1,42.6,42,234.5,45,46.6,45.9,10.5,40.7,42,41.4,143.5,40.4,41.8,41.1,0,,,,,,,,,
41.1,42.6,42,24.5,45,46.6,45.9,10.5,40.6,41.9,41.3,0,40.4,41.8,41,528.5,,,,,,,,,
41.1,42.6,42,24.5,45,46.6,45.9,10.5,40.6,41.9,41.3,0,40.4,41.8,41,528.5,,,,,,,,,
41.1,42.6,42,24.5,45,46.6,45.9,10.5,40.6,41.9,41.3,0,40.4,41.8,41,528.5,,,,,,,,,
41.1,42.6,42,24.5,45,46.6,45.9,10.5,40.6,41.9,41.3,0,40.4,41.8,41,528.5,,,,,,,,,
41.1,42.6,42,24.5,45,46.6,45.9,10.5,40.6,41.9,41.3,0,40.4,41.8,41,528.5,,,,,,,,,
41.1,42.6,42,24.5,45,46.6,45.9,10.5,40.6,41.9,41.3,0,40.4,41.8,41,528.5,,,,,,,,,
41.1,42.6,42,24.5,45,46.6,45.9,10.5,40.6,41.9,41.3,0,40.4,41.8,41,528.5,,,,,,,,,
41.1,42.6,42,24.5,45,46.6,45.9,10.5,40.6,41.9,41.3,0,40.4,41.8,41,528.5,,,,,,,,,
41.1,42.6,42,24.5,45,46.5,45.9,0,40.6,41.9,41.3,0,40.4,41.8,41,528.5,,,,,,,,,
41.1,42.6,42,24.5,45,46.5,45.9,0,40.6,41.9,41.3,0,40.4,41.8,41,528.5,,,,,,,,,
41.1,42.5,41.9,0,45,46.5,45.9,0,40.6,41.9,41.3,0,40.4,41.8,41,0,,,,,,,,,
41.1,42.5,41.9,0,45,46.5,45.9,0,40.6,41.9,41.3,0,40.4,41.8,41,0,,,,,,,,,
41.1,42.5,41.9,0,45,46.5,45.9,0,40.6,41.9,41.3,0,40.4,41.8,41,0,,,,,,,,,
41.1,42.5,41.9,0,45,46.5,45.9,0,40.6,41.9,41.3,0,40.4,41.8,41,0,,,,,,,,,
41.1,42.5,41.9,0,45,46.5,45.9,0,40.6,41.9,41.3,0,40.4,41.8,41,0,,,,,,,,,
41.1,42.5,41.9,0,45,46.5,45.9,0,40.6,41.9,41.3,0,40.4,41.8,41,0,,,,,,,,,
41.1,42.5,41.9,0,45,46.5,45.9,0,40.6,41.9,41.3,0,40.4,41.8,41,0,,,,,,,,,
41.1,42.5,41.9,0,45,46.5,45.9,0,40.6,41.9,41.3,0,40.4,41.8,41,0,,,,,,,,,
41.1,42.5,41.9,0,44.9,46.5,45.9,0,40.6,41.9,41.3,0,40.4,41.8,41,0,,,,,,,,,
41.1,42.5,41.9,0,44.9,46.5,45.9,0,40.6,41.9,41.3,0,40.4,41.8,41,0,,,,,,,,,
41.1,42.5,41.9,0,44.9,46.5,45.9,0,40.6,41.9,41.3,0,40.3,41.8,41,392,,,,,,,,,
41.1,42.5,41.9,0,44.9,46.5,45.9,0,40.6,41.9,41.3,0,40.3,41.8,41,392,,,,,,,,,
41.1,42.5,41.9,0,44.9,46.5,45.9,0,40.6,41.9,41.3,0,40.3,41.8,41,392,,,,,,,,,
41.1,42.5,41.9,0,44.9,46.5,45.9,0,40.6,41.9,41.3,0,40.3,41.8,41,392,,,,,,,,,
41.1,42.5,41.9,0,44.9,46.5,45.9,0,40.6,41.9,41.3,0,40.3,41.8,41,392,,,,,,,,,
41.1,42.5,41.9,0,44.9,46.5,45.9,0,40.6,41.9,41.3,0,40.3,41.8,41,392,,,,,,,,,
41.1,42.5,41.9,0,44.9,46.5,45.9,0,40.6,41.9,41.3,0,40.3,41.8,41,392,,,,,,,,,
41.1,42.5,41.9,0,44.9,46.5,45.9,0,40.6,41.9,41.3,0,40.3,41.8,41,392,,,,,,,,,
41.1,42.5,41.9,0,44.9,46.5,45.9,0,40.6,41.9,41.3,0,40.3,41.8,41,392,,,,,,,,,
41.1,42.5,41.9,0,44.9,46.5,45.9,0,40.6,41.9,41.3,0,40.3,41.8,41,392,,,,,,,,,
41.1,42.5,41.9,178.5,44.9,46.5,45.9,0,40.5,41.8,41.2,0,40.3,41.8,41,0,,,,,,,,,
41.1,42.5,41.9,178.5,44.9,46.5,45.9,0,40.5,41.8,41.2,0,40.3,41.8,41,0,,,,,,,,,
41.1,42.5,41.9,178.5,44.9,46.5,45.9,0,40.5,41.8,41.2,0,40.3,41.8,41,0,,,,,,,,,
41.1,42.5,41.9,178.5,44.9,46.5,45.9,0,40.5,41.8,41.2,0,40.3,41.8,41,0,,,,,,,,,
41.1,42.5,41.9,178.5,44.9,46.5,45.9,0,40.5,41.8,41.2,0,40.3,41.8,41,0,,,,,,,,,
41.1,42.5,41.9,178.5,44.9,46.5,45.9,0,40.5,41.8,41.2,0,40.3,41.8,41,0,,,,,,,,,
41.1,42.5,41.9,178.5,44.9,46.5,45.9,0,40.5,41.8,41.2,0,40.3,41.8,41,0,,,,,,,,,
41.1,42.5,41.9,178.5,44.9,46.5,45.9,0,40.5,41.8,41.2,0,40.3,41.8,41,0,,,,,,,,,
41.1,42.5,41.9,178.5,44.9,46.4,45.9,315,40.5,41.8,41.2,0,40.3,41.8,41,0,,,,,,,,,
41.1,42.5,41.9,178.5,44.9,46.4,45.9,315,40.5,41.8,41.2,0,40.3,41.8,41,0,,,,,,,,,
41.1,42.5,41.8,157.5,44.9,46.4,45.9,315,40.5,41.8,41.2,332.5,40.3,41.8,41,287,,,,,,,,,
41.1,42.5,41.8,157.5,44.9,46.4,45.9,315,40.5,41.8,41.2,332.5,40.3,41.8,41,287,,,,,,,,,
41.1,42.5,41.8,157.5,44.9,46.4,45.9,315,40.5,41.8,41.2,332.5,40.3,41.8,41,287,,,,,,,,,
41.1,42.5,41.8,157.5,44.9,46.4,45.9,315,40.5,41.8,41.2,332.5,40.3,41.8,41,287,,,,,,,,,
41.1,42.5,41.8,157.5,44.9,46.4,45.9,315,40.5,41.8,41.2,332.5,40.3,41.8,41,287,,,,,,,,,
41.1,42.5,41.8,157.5,44.9,46.4,45.9,315,40.5,41.8,41.2,332.5,40.3,41.8,41,287,,,,,,,,,
41.1,42.5,41.8,157.5,44.9,46.4,45.9,315,40.5,41.8,41.2,332.5,40.3,41.8,41,287,,,,,,,,,
41.1,42.5,41.8,157.5,44.9,46.4,45.9,315,40.5,41.8,41.2,332.5,40.3,41.8,41,287,,,,,,,,,
41.1,42.5,41.8,157.5,44.8,46.3,45.8,259,40.5,41.8,41.2,332.5,40.3,41.8,41,287,,,,,,,,,
41.1,42.5,41.8,157.5,44.8,46.3,45.8,259,40.5,41.8,41.2,332.5,40.3,41.8,41,287,,,,,,,,,
41.1,42.4,41.8,318.5,44.8,46.3,45.8,259,40.4,41.8,41.1,0,40.2,41.6,41,56,,,,,,,,,
41.1,42.4,41.8,318.5,44.8,46.3,45.8,259,40.4,41.8,41.1,0,40.2,41.6,41,56,,,,,,,,,
41.1,42.4,41.8,318.5,44.8,46.3,45.8,259,40.4,41.8,41.1,0,40.2,41.6,41,56,,,,,,,,,
41.1,42.4,41.8,318.5,44.8,46.3,45.8,259,40.4,41.8,41.1,0,40.2,41.6,41,56,,,,,,,,,
41.1,42.4,41.8,318.5,44.8,46.3,45.8,259,40.4,41.8,41.1,0,40.2,41.6,41,56,,,,,,,,,
41.1,42.4,41.8,318.5,44.8,46.3,45.8,259,40.4,41.8,41.1,0,40.2,41.6,41,56,,,,,,,,,
41.1,42.4,41.8,318.5,44.8,46.3,45.8,259,40.4,41.8,41.1,0,40.2,41.6,41,56,,,,,,,,,
41.1,42.4,41.8,318.5,44.8,46.3,45.8,259,40.4,41.8,41.1,0,40.2,41.6,41,56,,,,,,,,,
41.1,42.4,41.8,318.5,44.6,46.2,45.6,458.5,40.4,41.8,41.1,0,40.2,41.6,41,56,,,,,,,,,
41.1,42.4,41.8,318.5,44.6,46.2,45.6,458.5,40.4,41.8,41.1,0,40.2,41.6,41,56,,,,,,,,,
41.1,42.5,41.9,0,44.6,46.2,45.6,458.5,40.4,41.8,41.2,24.5,40.1,41.5,40.9,0,,,,,,,,,
41.1,42.5,41.9,0,44.6,46.2,45.6,458.5,40.4,41.8,41.2,24.5,40.1,41.5,40.9,0,,,,,,,,,
41.1,42.5,41.9,0,44.6,46.2,45.6,458.5,40.4,41.8,41.2,24.5,40.1,41.5,40.9,0,,,,,,,,,
41.1,42.5,41.9,0,44.6,46.2,45.6,458.5,40.4,41.8,41.2,24.5,40.1,41.5,40.9,0,,,,,,,,,
41.1,42.5,41.9,0,44.6,46.2,45.6,458.5,40.4,41.8,41.2,24.5,40.1,41.5,40.9,0,,,,,,,,,
41.1,42.5,41.9,0,44.6,46.2,45.6,458.5,40.4,41.8,41.2,24.5,40.1,41.5,40.9,0,,,,,,,,,
41.1,42.5,41.9,0,44.6,46.2,45.6,458.5,40.4,41.8,41.2,24.5,40.1,41.5,40.9,0,,,,,,,,,
41.1,42.5,41.9,0,44.6,46.2,45.6,458.5,40.4,41.8,41.2,24.5,40.1,41.5,40.9,0,,,,,,,,,
41.1,42.5,41.9,0,44.5,46,45.4,0,40.4,41.8,41.2,24.5,40.1,41.5,40.9,0,,,,,,,,,
41.1,42.5,41.9,0,44.5,46,45.4,0,40.4,41.8,41.2,24.5,40.1,41.5,40.9,0,,,,,,,,,
41.3,42.7,42,0,44.5,46,45.4,0,40.4,41.8,41.2,0,40.1,41.5,40.8,0,,,,,,,,,
41.3,42.7,42,0,44.5,46,45.4,0,40.4,41.8,41.2,0,40.1,41.5,40.8,0,,,,,,,,,
41.3,42.7,42,0,44.5,46,45.4,0,40.4,41.8,41.2,0,40.1,41.5,40.8,0,,,,,,,,,
41.3,42.7,42,0,44.5,46,45.4,0,40.4,41.8,41.2,0,40.1,41.5,40.8,0,,,,,,,,,
41.3,42.7,42,0,44.5,46,45.4,0,40.4,41.8,41.2,0,40.1,41.5,40.8,0,,,,,,,,,
41.3,42.7,42,0,44.5,46,45.4,0,40.4,41.8,41.2,0,40.1,41.5,40.8,0,,,,,,,,,
41.3,42.7,42,0,44.5,46,45.4,0,40.4,41.8,41.2,0,40.1,41.5,40.8,0,,,,,,,,,
41.3,42.7,42,0,44.5,46,45.4,0,40.4,41.8,41.2,0,40.1,41.5,40.8,0,,,,,,,,,
41.3,42.7,42,0,44.2,45.9,45.2,0,40.4,41.8,41.2,0,40.1,41.5,40.8,0,,,,,,,,,
41.3,42.7,42,0,44.2,45.9,45.2,0,40.4,41.8,41.2,0,40.1,41.5,40.8,0,,,,,,,,,
41.4,42.8,42.1,0,44.2,45.9,45.2,0,40.4,41.8,41.2,0,40,41.5,40.7,0,,,,,,,,,
41.4,42.8,42.1,0,44.2,45.9,45.2,0,40.4,41.8,41.2,0,40,41.5,40.7,0,,,,,,,,,
41.4,42.8,42.1,0,44.2,45.9,45.2,0,40.4,41.8,41.2,0,40,41.5,40.7,0,,,,,,,,,
41.4,42.8,42.1,0,44.2,45.9,45.2,0,40.4,41.8,41.2,0,40,41.5,40.7,0,,,,,,,,,
41.4,42.8,42.1,0,44.2,45.9,45.2,0,40.4,41.8,41.2,0,40,41.5,40.7,0,,,,,,,,,
41.4,42.8,42.1,0,44.2,45.9,45.2,0,40.4,41.8,41.2,0,40,41.5,40.7,0,,,,,,,,,
41.4,42.8,42.1,0,44.2,45.9,45.2,0,40.4,41.8,41.2,0,40,41.5,40.7,0,,,,,,,,,
41.4,42.8,42.1,0,44.2,45.9,45.2,0,40.4,41.8,41.2,0,40,41.5,40.7,0,,,,,,,,,
41.4,42.8,42.1,0,44.1,45.6,45.1,10.5,40.4,41.8,41.2,0,40,41.5,40.7,0,,,,,,,,,
41.4,42.8,42.1,0,44.1,45.6,45.1,10.5,40.4,41.8,41.2,0,40,41.5,40.7,0,,,,,,,,,
41.5,42.9,42.1,0,44.1,45.6,45.1,10.5,40.4,41.8,41.1,0,39.8,41.4,40.7,0,,,,,,,,,
41.5,42.9,42.1,0,44.1,45.6,45.1,10.5,40.4,41.8,41.1,0,39.8,41.4,40.7,0,,,,,,,,,
41.5,42.9,42.1,0,44.1,45.6,45.1,10.5,40.4,41.8,41.1,0,39.8,41.4,40.7,0,,,,,,,,,
41.5,42.9,42.1,0,44.1,45.6,45.1,10.5,40.4,41.8,41.1,0,39.8,41.4,40.7,0,,,,,,,,,
41.5,42.9,42.1,0,44.1,45.6,45.1,10.5,40.4,41.8,41.1,0,39.8,41.4,40.7,0,,,,,,,,,
41.5,42.9,42.1,0,44.1,45.6,45.1,10.5,40.4,41.8,41.1,0,39.8,41.4,40.7,0,,,,,,,,,
41.5,42.9,42.1,0,44.1,45.6,45.1,10.5,40.4,41.8,41.1,0,39.8,41.4,40.7,0,,,,,,,,,
41.5,42.9,42.1,0,44.1,45.6,45.1,10.5,40.4,41.8,41.1,0,39.8,41.4,40.7,0,,,,,,,,,
41.5,42.9,42.1,0,43.9,45.5,44.9,0,40.4,41.8,41.1,0,39.8,41.4,40.7,0,,,,,,,,,
41.5,42.9,42.1,0,43.9,45.5,44.9,0,40.4,41.8,41.1,0,39.8,41.4,40.7,0,,,,,,,,,
41.5,42.9,42.1,0,43.9,45.5,44.9,0,40.4,41.8,41.1,0,39.7,41.3,40.6,0,,,,,,,,,
41.5,42.9,42.1,0,43.9,45.5,44.9,0,40.4,41.8,41.1,0,39.7,41.3,40.6,0,,,,,,,,,
41.5,42.9,42.1,0,43.9,45.5,44.9,0,40.4,41.8,41.1,0,39.7,41.3,40.6,0,,,,,,,,,
41.5,42.9,42.1,0,43.9,45.5,44.9,0,40.4,41.8,41.1,0,39.7,41.3,40.6,0,,,,,,,,,
41.5,42.9,42.1,0,43.9,45.5,44.9,0,40.4,41.8,41.1,0,39.7,41.3,40.6,0,,,,,,,,,
41.5,42.9,42.1,0,43.9,45.5,44.9,0,40.4,41.8,41.1,0,39.7,41.3,40.6,0,,,,,,,,,
41.5,42.9,42.1,0,43.9,45.5,44.9,0,40.4,41.8,41.1,0,39.7,41.3,40.6,0,,,,,,,,,
41.5,42.9,42.1,0,43.9,45.5,44.9,0,40.4,41.8,41.1,0,39.7,41.3,40.6,0,,,,,,,,,
41.5,42.9,42.1,0,43.6,45.3,44.6,0,40.4,41.8,41.1,0,39.7,41.3,40.6,0,,,,,,,,,
41.5,42.9,42.1,0,43.6,45.3,44.6,0,40.4,41.8,41.1,0,39.7,41.3,40.6,0,,,,,,,,,
41.5,42.9,42.1,0,43.6,45.3,44.6,0,40.3,41.8,41,0,39.7,41.2,40.5,0,,,,,,,,,
41.5,42.9,42.1,0,43.6,45.3,44.6,0,40.3,41.8,41,0,39.7,41.2,40.5,0,,,,,,,,,
41.5,42.9,42.1,0,43.6,45.3,44.6,0,40.3,41.8,41,0,39.7,41.2,40.5,0,,,,,,,,,
41.5,42.9,42.1,0,43.6,45.3,44.6,0,40.3,41.8,41,0,39.7,41.2,40.5,0,,,,,,,,,
41.5,42.9,42.1,0,43.6,45.3,44.6,0,40.3,41.8,41,0,39.7,41.2,40.5,0,,,,,,,,,
41.5,42.9,42.1,0,43.6,45.3,44.6,0,40.3,41.8,41,0,39.7,41.2,40.5,0,,,,,,,,,
41.5,42.9,42.1,0,43.6,45.3,44.6,0,40.3,41.8,41,0,39.7,41.2,40.5,0,,,,,,,,,
41.5,42.9,42.1,0,43.6,45.3,44.6,0,40.3,41.8,41,0,39.7,41.2,40.5,0,,,,,,,,,
41.5,42.9,42.1,0,43.4,45,44.4,119,40.3,41.8,41,0,39.7,41.2,40.5,0,,,,,,,,,
41.5,42.9,42.1,0,43.4,45,44.4,119,40.3,41.8,41,0,39.7,41.2,40.5,0,,,,,,,,,
41.5,42.9,42.1,0,43.4,45,44.4,119,40.3,41.8,41,0,39.6,41.2,40.3,0,,,,,,,,,
41.5,42.9,42.1,0,43.4,45,44.4,119,40.3,41.8,41,0,39.6,41.2,40.3,0,,,,,,,,,
41.5,42.9,42.1,0,43.4,45,44.4,119,40.3,41.8,41,0,39.6,41.2,40.3,0,,,,,,,,,
41.5,42.9,42.1,0,43.4,45,44.4,119,40.3,41.8,41,0,39.6,41.2,40.3,0,,,,,,,,,
41.5,42.9,42.1,0,43.4,45,44.4,119,40.3,41.8,41,0,39.6,41.2,40.3,0,,,,,,,,,
41.5,42.9,42.1,0,43.4,45,44.4,119,40.3,41.8,41,0,39.6,41.2,40.3,0,,,,,,,,,
41.5,42.9,42.1,0,43.4,45,44.4,119,40.3,41.8,41,0,39.6,41.2,40.3,0,,,,,,,,,
41.5,42.9,42.1,0,43.4,45,44.4,119,40.3,41.8,41,0,39.6,41.2,40.3,0,,,,,,,,,
41.5,42.9,42.1,0,43.2,44.8,44.2,0,40.3,41.8,41,0,39.6,41.2,40.3,0,,,,,,,,,
41.5,42.9,42.1,0,43.2,44.8,44.2,0,40.3,41.8,41,0,39.6,41.2,40.3,0,,,,,,,,,
41.5,42.9,42.1,0,43.2,44.8,44.2,0,40.2,41.8,41,0,39.5,41.1,40.3,0,,,,,,,,,
41.5,42.9,42.1,0,43.2,44.8,44.2,0,40.2,41.8,41,0,39.5,41.1,40.3,0,,,,,,,,,
41.5,42.9,42.1,0,43.2,44.8,44.2,0,40.2,41.8,41,0,39.5,41.1,40.3,0,,,,,,,,,
41.5,42.9,42.1,0,43.2,44.8,44.2,0,40.2,41.8,41,0,39.5,41.1,40.3,0,,,,,,,,,
41.5,42.9,42.1,0,43.2,44.8,44.2,0,40.2,41.8,41,0,39.5,41.1,40.3,0,,,,,,,,,
41.5,42.9,42.1,0,43.2,44.8,44.2,0,40.2,41.8,41,0,39.5,41.1,40.3,0,,,,,,,,,
41.5,42.9,42.1,0,43.2,44.8,44.2,0,40.2,41.8,41,0,39.5,41.1,40.3,0,,,,,,,,,
41.5,42.9,42.1,0,43.2,44.8,44.2,0,40.2,41.8,41,0,39.5,41.1,40.3,0,,,,,,,,,
41.5,42.9,42.1,0,43,44.6,44,77,40.2,41.8,41,0,39.5,41.1,40.3,0,,,,,,,,,
41.5,42.9,42.1,0,43,44.6,44,77,40.2,41.8,41,0,39.5,41.1,40.3,0,,,,,,,,,
41.5,42.9,42.1,0,43,44.6,44,77,40.2,41.7,41,0,39.4,41,40.2,0,,,,,,,,,
41.5,42.9,42.1,0,43,44.6,44,77,40.2,41.7,41,0,39.4,41,40.2,0,,,,,,,,,
41.5,42.9,42.1,0,43,44.6,44,77,40.2,41.7,41,0,39.4,41,40.2,0,,,,,,,,,
41.5,42.9,42.1,0,43,44.6,44,77,40.2,41.7,41,0,39.4,41,40.2,0,,,,,,,,,
41.5,42.9,42.1,0,43,44.6,44,77,40.2,41.7,41,0,39.4,41,40.2,0,,,,,,,,,
41.5,42.9,42.1,0,43,44.6,44,77,40.2,41.7,41,0,39.4,41,40.2,0,,,,,,,,,
41.5,42.9,42.1,0,43,44.6,44,77,40.2,41.7,41,0,39.4,41,40.2,0,,,,,,,,,
41.5,42.9,42.1,0,43,44.6,44,77,40.2,41.7,41,0,39.4,41,40.2,0,,,,,,,,,
41.5,42.9,42.1,0,42.8,44.5,43.8,7,40.2,41.7,41,0,39.4,41,40.2,0,,,,,,,,,
41.5,42.9,42.1,0,42.8,44.5,43.8,7,40.2,41.7,41,0,39.4,41,40.2,0,,,,,,,,,
41.5,42.9,42.1,0,42.8,44.5,43.8,7,40.1,41.7,40.9,0,39.4,40.9,40.2,0,,,,,,,,,
41.5,42.9,42.1,0,42.8,44.5,43.8,7,40.1,41.7,40.9,0,39.4,40.9,40.2,0,,,,,,,,,
41.5,42.9,42.1,0,42.8,44.5,43.8,7,40.1,41.7,40.9,0,39.4,40.9,40.2,0,,,,,,,,,
41.5,42.9,42.1,0,42.8,44.5,43.8,7,40.1,41.7,40.9,0,39.4,40.9,40.2,0,,,,,,,,,
41.5,42.9,42.1,0,42.8,44.5,43.8,7,40.1,41.7,40.9,0,39.4,40.9,40.2,0,,,,,,,,,
41.5,42.9,42.1,0,42.8,44.5,43.8,7,40.1,41.7,40.9,0,39.4,40.9,40.2,0,,,,,,,,,
41.5,42.9,42.1,0,42.8,44.5,43.8,7,40.1,41.7,40.9,0,39.4,40.9,40.2,0,,,,,,,,,
41.5,42.9,42.1,0,42.8,44.5,43.8,7,40.1,41.7,40.9,0,39.4,40.9,40.2,0,,,,,,,,,
41.5,42.9,42.1,0,42.7,44.4,43.7,0,40.1,41.7,40.9,0,39.4,40.9,40.2,0,,,,,,,,,
41.5,42.9,42.1,0,42.7,44.4,43.7,0,40.1,41.7,40.9,0,39.4,40.9,40.2,0,,,,,,,,,
41.5,43,42.1,0,42.7,44.4,43.7,0,40.1,41.7,40.9,0,39.3,40.9,40.1,0,,,,,,,,,
41.5,43,42.1,0,42.7,44.4,43.7,0,40.1,41.7,40.9,0,39.3,40.9,40.1,0,,,,,,,,,
41.5,43,42.1,0,42.7,44.4,43.7,0,40.1,41.7,40.9,0,39.3,40.9,40.1,0,,,,,,,,,
41.5,43,42.1,0,42.7,44.4,43.7,0,40.1,41.7,40.9,0,39.3,40.9,40.1,0,,,,,,,,,
41.5,43,42.1,0,42.7,44.4,43.7,0,40.1,41.7,40.9,0,39.3,40.9,40.1,0,,,,,,,,,
41.5,43,42.1,0,42.7,44.4,43.7,0,40.1,41.7,40.9,0,39.3,40.9,40.1,0,,,,,,,,,
41.5,43,42.1,0,42.7,44.4,43.7,0,40.1,41.7,40.9,0,39.3,40.9,40.1,0,,,,,,,,,
41.5,43,42.1,0,42.7,44.4,43.7,0,40.1,41.7,40.9,0,39.3,40.9,40.1,0,,,,,,,,,
41.5,43,42.1,0,42.5,44.3,43.5,161,40.1,41.7,40.9,0,39.3,40.9,40.1,0,,,,,,,,,
41.5,43,42.1,0,42.5,44.3,43.5,161,40.1,41.7,40.9,0,39.3,40.9,40.1,0,,,,,,,,,
41.5,43,42.1,0,42.5,44.3,43.5,161,40.1,41.6,40.8,0,39.3,40.8,40,0,,,,,,,,,
41.5,43,42.1,0,42.5,44.3,43.5,161,40.1,41.6,40.8,0,39.3,40.8,40,0,,,,,,,,,
41.5,43,42.1,0,42.5,44.3,43.5,161,40.1,41.6,40.8,0,39.3,40.8,40,0,,,,,,,,,
41.5,43,42.1,0,42.5,44.3,43.5,161,40.1,41.6,40.8,0,39.3,40.8,40,0,,,,,,,,,
41.5,43,42.1,0,42.5,44.3,43.5,161,40.1,41.6,40.8,0,39.3,40.8,40,0,,,,,,,,,
41.5,43,42.1,0,42.5,44.3,43.5,161,40.1,41.6,40.8,0,39.3,40.8,40,0,,,,,,,,,
41.5,43,42.1,0,42.5,44.3,43.5,161,40.1,41.6,40.8,0,39.3,40.8,40,0,,,,,,,,,
41.5,43,42.1,0,42.5,44.3,43.5,161,40.1,41.6,40.8,0,39.3,40.8,40,0,,,,,,,,,
41.5,43,42.1,0,42.5,44.2,43.5,45.5,40.1,41.6,40.8,0,39.3,40.8,40,0,,,,,,,,,
41.5,43,42.1,0,42.5,44.2,43.5,45.5,40.1,41.6,40.8,0,39.3,40.8,40,0,,,,,,,,,
41.5,43,42.1,0,42.5,44.2,43.5,45.5,40.1,41.6,40.8,0,39.2,40.8,40,0,,,,,,,,,
41.5,43,42.1,0,42.5,44.2,43.5,45.5,40.1,41.6,40.8,0,39.2,40.8,40,0,,,,,,,,,
41.5,43,42.1,0,42.5,44.2,43.5,45.5,40.1,41.6,40.8,0,39.2,40.8,40,0,,,,,,,,,
41.5,43,42.1,0,42.5,44.2,43.5,45.5,40.1,41.6,40.8,0,39.2,40.8,40,0,,,,,,,,,
41.5,43,42.1,0,42.5,44.2,43.5,45.5,40.1,41.6,40.8,0,39.2,40.8,40,0,,,,,,,,,
41.5,43,42.1,0,42.5,44.2,43.5,45.5,40.1,41.6,40.8,0,39.2,40.8,40,0,,,,,,,,,
41.5,43,42.1,0,42.5,44.2,43.5,45.5,40.1,41.6,40.8,0,39.2,40.8,40,0,,,,,,,,,
41.5,43,42.1,0,42.5,44.2,43.5,45.5,40.1,41.6,40.8,0,39.2,40.8,40,0,,,,,,,,,
41.5,43,42.1,0,42.3,44,43.3,0,40.1,41.6,40.8,0,39.2,40.8,40,0,,,,,,,,,
41.5,43,42.1,0,42.3,44,43.3,0,40.1,41.6,40.8,0,39.2,40.8,40,0,,,,,,,,,
41.5,43,42.1,0,42.3,44,43.3,0,40.1,41.6,40.7,0,39.2,40.8,40,0,,,,,,,,,
41.5,43,42.1,0,42.3,44,43.3,0,40.1,41.6,40.7,0,39.2,40.8,40,0,,,,,,,,,
41.5,43,42.1,0,42.3,44,43.3,0,40.1,41.6,40.7,0,39.2,40.8,40,0,,,,,,,,,
41.5,43,42.1,0,42.3,44,43.3,0,40.1,41.6,40.7,0,39.2,40.8,40,0,,,,,,,,,
41.5,43,42.1,0,42.3,44,43.3,0,40.1,41.6,40.7,0,39.2,40.8,40,0,,,,,,,,,
41.5,43,42.1,0,42.3,44,43.3,0,40.1,41.6,40.7,0,39.2,40.8,40,0,,,,,,,,,
41.5,43,42.1,0,42.3,44,43.3,0,40.1,41.6,40.7,0,39.2,40.8,40,0,,,,,,,,,
41.5,43,42.1,0,42.3,44,43.3,0,40.1,41.6,40.7,0,39.2,40.8,40,0,,,,,,,,,
